ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"104.20.75.69","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks5","4883","2","2023-08-27T07:47:11.912Z","100","3525","3525"
"92.60.190.22","elite","AS41540","UA","Wnet Ukraine LLC","99","Unlimitedfiber","59816","socks4","5011","1","2023-08-27T07:47:11.809Z","39","1422","3648"
"188.25.121.203","elite","AS8708","RO","RCS & RDS","42","RCS & RDS Residential","8081","socks4","4812","1","2023-08-27T07:47:11.845Z","82","2930","3575"
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","242","N/A","1080","socks5","4697","1","2023-08-27T07:47:11.936Z","96","3486","3632"
"49.233.61.206","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","162","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","2604","1","2023-08-27T07:47:11.935Z","68","2427","3576"
"45.174.248.1","elite","AS265582","MX","Wifmax S.A de C.V.","190","Wifmax S.A de C.V","9991","socks5","4704","1","2023-08-27T07:47:11.913Z","100","3513","3522"
"182.120.161.228","elite","AS4837","CN","China Unicom Henan Province Network","232","N/A","8080","socks4","4713","1","2023-08-27T07:47:11.801Z","70","2507","3588"
"196.196.160.211","elite","AS57858","IT","Inter Connects Inc","97","Fiber Grid","80","socks4","4810","1","2023-08-27T07:47:11.938Z","97","3516","3619"
"202.159.35.33","elite","AS9340","ID","PT IndoInternet","184","N/A","443","socks4","2195","2","2023-08-27T07:47:11.913Z","100","3623","3632"
"168.227.158.41","elite","AS52898","BR","Multipla Serviços Inteligentes","206","Multipla Serviços Inteligentes","4145","socks4","4809","81","2023-08-27T07:47:10.505Z","99","3514","3545"
"197.255.253.33","elite","AS37521","NG","Internet Solutions Nigeria Limited","133","ISN(Nova)","5678","socks4","4685","1","2023-08-27T07:47:10.707Z","99","3526","3559"
